Gene_A,Gene_B
PRPS1,ZNF366
PRPS1,VPS37A
PRPS1,PLPPR1
PRPS1,SPPL2B
PRPS1,ZNF296
PRPS1,DNAJA4
PRPS1,KCTD13
PRPS1,TSC1
PRPS1,DVL3
PRPS1,UBE2E3
PRPS1,TENT5B
PRPS1,DDIT4L
PRPS1,RNF183
PRPS1,ASIC4
PRPS1,OTUB1
PRPS1,MRFAP1L1
PRPS1,PGLYRP3
PRPS1,C8ORF48
PRPS1,CCDC17
PRPS1,ZNF488
PRPS1,LENG8
PRPS1,KCTD15
PRPS1,MAP3K5
PRPS1,SPAG8
PRPS1,CITED2
PRPS1,PELO
PRPS1,WDR83
PRPS1,UBAC1
PRPS1,SPRY4
PRPS1,POLR3F
PRPS1,RPAP3
PRPS1,GORASP2
PRPS1,PATZ1
PRPS1,ARNT2
PRPS1,ARFGAP3
PRPS1,SEMA4G
PRPS1,GFOD1
PRPS1,MIS18A
PRPS1,WWOX
PRPS1,SPG21
PRPS1,RCOR3
PRPS1,MALT1
PRPS1,FEZ2
PRPS1,ZNF180
PRPS1,CDC23
PRPS1,KLHL20
PRPS1,CIAO2B
PRPS1,DCAF1
PRPS1,ASB3
PRPS1,RAI2
PRPS1,MRFAP1
SEM1,GTF2B
SEM1,DR1
SEM1,PSMD6
SEM1,PCID2
SEM1,LRRK2
SEM1,DKFZP762B153
SEM1,JPH3
SEM1,MAP1LC3B
SEM1,GTF3C3
PSMA6,PSMC1
PSMA6,PSMC5
PSMA6,PSMC6
PSMA6,POLR2L
PSMA6,ERH
PSMA6,BRME1
PSMA6,PSMD2
PSMA6,PSME4
PSMA6,RTP5
PSMA6,PSMD6
PSMA6,ADRM1
PSMA6,PSMD5
PSMA6,TSPYL
PSMA6,C19ORF47
PSMA6,ZBTB44
PSMA6,PSMA8
PSMA6,ZNF596
PSMA6,ZKSCAN4
PSMA6,RNF170
PSMA6,TEPSIN
PSMA6,PSMB7
PSMA6,PSMD1
PSMA6,LIMD2
PSMA6,CADM1
PSMA6,KRTAP4-2
PSMA6,TSPYL1
PSMA6,TRIM39
PSMA6,PSMD13
PSMA6,POMP
PSMA6,UCHL5
S100A10,S100A10
S100A10,AHNAK
S100A10,HLTF
S100A10,SETDB1
S100A10,COPS6
S100A10,ZGPAT
S100A10,MLKL
S100A10,S100Z
CDC42,CDC42
CDC42,RPL23
CDC42,RAP1A
CDC42,GRB2
CDC42,CDC42EP1
CDC42,TNK2
CDC42,ARHGAP1
CDC42,BNIP2
CDC42,PAK1
CDC42,PAK2
CDC42,UNC119
CDC42,IQGAP2
CDC42,ZNF234
CDC42,TRIP10
CDC42,ITSN1
CDC42,MAP3K11
CDC42,ARHGAP31
CDC42,PLEKHG4
CDC42,KIAA2026
CDC42,SH3D19
CDC42,LRRK2
CDC42,LRIF1
CDC42,RIF1
CDC42,CDC42BPA
CDC42,C14ORF1
CDC42,DKFZP451F1115
CDC42,VRK2
CDC42,UBR1
CDC42,SYNE1
CDC42,PREX1
CDC42,HDAC7
CDC42,CFHR4
CDC42,KAT5
CDC42,DOCK10
CDC42,DNAJA3
CDC42,DOCK7
CDC42,SPATA13
CDC42,FMNL2
CDC42,PARD6G
CDC42,PARD6B
CDC42,DOCK9
CDC42,CDC42EP4
CDC42,PARD6A
CDC42,PAK6
CDC42,ARHGEF4
CDC42,CDC42SE2
CDC42,CDC42SE1
CDC42,PAK5
CDC42,CDC42EP3
CDC42,MUC12
CDC42,ERG28
CDC42,MYO6
CDC42,BAIAP2
CDC42,SSX2IP
CDC42,ZNF175
CDC42,CDC42BPB
CDC42,COX1
DSTN,ACTG1
DSTN,UBE2I
DSTN,PS1TP5BP1
DSTN,TAX1BP1
DSTN,CFL2
RAB8A,RAB8A
RAB8A,RAB10
RAB8A,OCRL
RAB8A,TBC1D8B
RAB8A,RAB39A
RAB8A,WDR81
RAB8A,LRRK2
RAB8A,TBC1D9B
RAB8A,MICALCL
RAB8A,MICAL3
RAB8A,MICALL2
RAB8A,MICALL1
RAB8A,EHBP1
RAB8A,RAB3IL1
RAB8A,MICAL1
RAB8A,RILPL2
RAB8A,SYTL4
RAB8A,OPTN
RAB8A,RAB3IP
SRP54,SRP54
RAB4B,RAB4B
RAB4B,RABEP1
RAB4B,VPS52
RAB4B,FAM71C
RAB4B,BOLA2|BOLA2B
RAB2A,RAB2A
RAB2A,ATP6V0D1
RAB2A,ICA1
RAB2A,GOLGA2
RAB2A,PMAIP1
RAB2A,FLOT2
RAB2A,MAPKAPK3
RAB2A,MAPK6
RAB2A,TBC1D25
RAB2A,FAM71F2
RAB2A,CCDC125
RAB2A,FAM114A1
RAB2A,FAM71A
RAB2A,FRMD1
RAB2A,FAM71C
RAB2A,STAMBPL1
RAB2A,HES6
RAB2A,TMEM70
RAB2A,TRIM7
RAB2A,BLZF1
RAB2A,FAM114A2
RAB2A,CFL2
RAB5B,RAB5B
RAB5B,REEP5
RAB5B,EEA1
RAB5B,LRRK2
RAB5B,APOA5
RAB5B,SUN2
RAB5B,RABAC1
CKS1B,CKS1B
CKS1B,SKP1
CKS1B,XIAP
CKS1B,CDK3
CKS1B,PAX5
CKS1B,ARID5A
CKS1B,REL
CKS1B,INCA1
CKS1B,NR5A1
CKS1B,SKP2
CKS1B,IKZF1
CKS1B,SERTAD2
CKS1B,TRIM14
CKS1B,SNRNP35
CKS1B,CT45A1
CKS1B,KPRP
CKS1B,MED12L
CKS1B,CBY2
CKS1B,MIPOL1
CKS1B,ZBTB9
CKS1B,CCDC120
CKS1B,PPP1R13B
CKS1B,TCF12
CKS1B,ROPN1
CKS1B,LHX3
CKS1B,SEPTIN3
CKS1B,DCDC2
CKS1B,SERTAD1
CKS1B,IKZF3
CKS1B,WASF3
CKS1B,LZTS1
RAB10,RAB39A
RAB10,RILPL1
RAB10,MICALCL
RAB10,MICAL1
RAB10,RILPL2
RAB10,OPTN
RAB10,SBBI23
RAB10,SEPTIN9
RAB10,ENOPH1
CXCR4,CXCR4
CXCR4,RELA
CXCR4,CD164
CXCR4,DBN1
CXCR4,HIF1A
CXCR4,ITCH
UBE2D3,UBE2D3
UBE2D3,UFM1
UBE2D3,GNB2
UBE2D3,UBA52
UBE2D3,RNF4
UBE2D3,XIAP
UBE2D3,UBE3A
UBE2D3,RING1
UBE2D3,TRIM26
UBE2D3,MKRN3
UBE2D3,MAP3K1
UBE2D3,BIRC3
UBE2D3,BIRC2
UBE2D3,SQSTM1
UBE2D3,UBE4A
UBE2D3,TRIM25
UBE2D3,DBN1
UBE2D3,FOCAD
UBE2D3,RNF43
UBE2D3,RFWD3
UBE2D3,LRSAM1
UBE2D3,MEX3B
UBE2D3,RNF111
UBE2D3,RNF165
UBE2D3,TUBA1A
UBE2D3,MARCHF3
UBE2D3,CADPS2
UBE2D3,DTX2
UBE2D3,RNF130
UBE2D3,DTX1
UBE2D3,DZIP3
UBE2D3,MIB1
UBE2D3,SIAH1
UBE2D3,RNF10
UBE2D3,DTX3
UBE2D3,ZNRF1
UBE2D3,Q8NEX1
UBE2D3,ZNRF2
UBE2D3,DTX3L
UBE2D3,BRIX1
UBE2D3,ZNRF4
UBE2D3,MUL1
UBE2D3,RNF166
UBE2D3,RNF25
UBE2D3,TRIM43
UBE2D3,RSPRY1
UBE2D3,CHFR
UBE2D3,RNF125
UBE2D3,OTUB1
UBE2D3,RMND5B
UBE2D3,RNF185
UBE2D3,BIRC8
UBE2D3,UHRF2
UBE2D3,RNF2
UBE2D3,RNF5
UBE2D3,RNF126
UBE2D3,TRIM62
UBE2D3,RNF26
UBE2D3,TRIM55
UBE2D3,TRIM8
UBE2D3,TRIM31
UBE2D3,TRIM5
UBE2D3,TRIM2
UBE2D3,RNF38
UBE2D3,RNF167
UBE2D3,UBTD1
UBE2D3,TRIM39
UBE2D3,XPNPEP1
UBE2D3,TOPORS
UBE2D3,RLIM
UBE2D3,BFAR
UBE2D3,RNF181
UBE2D3,RNF14
UBE2D3,MKRN1
UBE2D3,MID2
UBE2D3,AMFR
UBE2D3,RNF150
UBE2D3,KIAA1107
UBE2D3,TRIM35
UBE2D3,RNF11
UBE2D3,TRAF6
UBE2D3,RNF115
UBE2D3,RNF114
UBE2D3,TRIM17
UBE2D3,SNURF
UBE2M,UBE2M
UBE2M,RBX1
UBE2M,GNB2
UBE2M,NAE1
UBE2M,CUL1
UBE2M,NEDD8
UBE2M,DCUN1D2
UBE2M,RNF111
UBE2M,UBA3
UBE2M,DCUN1D1
UBE2K,UBE2K
UBE2K,GNB2
UBE2K,UBE2I
UBE2K,RNF4
UBE2K,MDM2
UBE2K,REL
UBE2K,RING1
UBE2K,TP53BP1
UBE2K,MKRN3
UBE2K,EXOSC7
UBE2K,TSN
UBE2K,ITSN1
UBE2K,NEDD8
UBE2K,GLIPR1L2
UBE2K,ADAL
UBE2K,LAMTOR1
UBE2K,TRAF7
UBE2K,LRSAM1
UBE2K,RNF111
UBE2K,FASTKD5
UBE2K,SH3RF1
UBE2K,MARCHF3
UBE2K,TRIM50
UBE2K,DZIP3
UBE2K,ZDHHC17
UBE2K,SIAH1
UBE2K,PIAS4
UBE2K,RNF182
UBE2K,DTX3
UBE2K,MIPOL1
UBE2K,DTX3L
UBE2K,ZNF384
UBE2K,DDI1
UBE2K,BRK1
UBE2K,PRUNE2
UBE2K,RNF138
UBE2K,RNF166
UBE2K,SPSB1
UBE2K,TRIM43
UBE2K,BIRC7
UBE2K,RNF183
UBE2K,RNF125
UBE2K,RNF185
UBE2K,FAM163A
UBE2K,HSFY1|HSFY2
UBE2K,BIRC8
UBE2K,UHRF2
UBE2K,RNF2
UBE2K,SPSB2
UBE2K,CDC6
UBE2K,RNF5
UBE2K,TRAIP
UBE2K,TRIM34
UBE2K,RBCK1
UBE2K,PRRG4
UBE2K,TRIM31
UBE2K,TRIM5
UBE2K,TRIM2
UBE2K,MKRN2
UBE2K,RNF32
UBE2K,VPS11
UBE2K,RNF41
UBE2K,RNF167
UBE2K,MARCHF7
UBE2K,TRIM39
UBE2K,PICK1
UBE2K,DDIT4
UBE2K,BFAR
UBE2K,MID2
UBE2K,CBLC
UBE2K,TRIM35
UBE2K,CAMK2A
UBE2K,CIAO2B
UBE2K,RNF114
UBE2N,UBE2N
UBE2N,RPS27A
UBE2N,RNF4
UBE2N,XIAP
UBE2N,NFX1
UBE2N,TRIM32
UBE2N,MKRN3
UBE2N,UBE2V1
UBE2N,BIRC3
UBE2N,RIPK1
UBE2N,TRIM25
UBE2N,HLTF
UBE2N,UBE2V2
UBE2N,Q4VXB0
UBE2N,RNF43
UBE2N,Q6GX22
UBE2N,RFWD3
UBE2N,LRSAM1
UBE2N,RNF165
UBE2N,CADPS2
UBE2N,RNF130
UBE2N,DTX1
UBE2N,DZIP3
UBE2N,MIB1
UBE2N,SIAH1
UBE2N,RNF182
UBE2N,RNF152
UBE2N,ZNRF1
UBE2N,Q8NEX1
UBE2N,ZNRF2
UBE2N,LNX1
UBE2N,SH3RF2
UBE2N,ZNRF4
UBE2N,CHFR
UBE2N,RNF125
UBE2N,TRIM11
UBE2N,OTUB1
UBE2N,BIRC8
UBE2N,RBCK1
UBE2N,TRIM5
UBE2N,RNF167
UBE2N,MARCHF7
UBE2N,RC3H2
UBE2N,TOPORS
UBE2N,MARCHF5
UBE2N,BFAR
UBE2N,MID2
UBE2N,AMFR
UBE2N,ZNRF3
UBE2N,STUB1
UBE2N,RNF11
UBE2N,TRAF6
RAB14,RAB11FIP1
RAB14,SH3BP5L
RAB14,FAM71C
RAB14,SMURF2
ACTR3,ACTR2
ACTR3,CDK5
ACTR3,ARPC1A
ACTR3,APH1A
ACTR3,ARPC5L
ACTR3,CENPH
ACTR3,BRPF3
ACTR3,STUB1
ACTR2,ARPC1A
ACTR2,ARPC5L
ACTR2,HSPBP1
ACTR2,ELF5
ACTR2,CORO1C
ACTR1A,DCTN2
ACTR1A,ACTR10
ACTR1A,DCTN4
TMEM258,MLEC
TMEM258,ARL6IP1
TMEM258,MFSD6
TMEM258,STT3B
TMEM258,UBQLN1
TMEM258,IER3IP1
COPS2,COPS2
COPS2,IRF8
COPS2,GPS1
COPS2,CUL1
COPS2,CUL2
COPS2,COPS6
COPS2,COPS5
COPS2,COPS8
COPS2,COPS4
COPS2,COPS7B
COPS2,ZNF446
COPS2,COPS7A
COPS2,COPS3
ARF3,ARF3
ARF3,LNX1
ARF3,GGA3
ARF3,GGA1
POLR2F,POLR2G
POLR2F,POLR3F
POLR2F,POLR3B
POLR2F,POLR3K
POLR2F,POLR3H
RAP1B,RAP1B
RAP1B,TLE1
RAP1B,RALGDS
RAP1B,UNC119
RAP1B,MTUS2
RAP1B,LRIF1
RAP1B,RASIP1
RAP1B,RASGRP2
RAP1B,ZDHHC17
RAP1B,NEK7
RAP1B,RASSF5
RAP1B,RAB7B
RAP1B,CCT7
RAP1B,SDF4
RAP1B,SHANK3
RAP1B,KMT2B
RAP1B,FAF1
RAP1B,CSAD
RAP2B,RALGDS
RAP2B,CAMK2B
RAP2B,RUNDC3A
RAP2B,RASSF5
YPEL3,PPP2CA
YPEL3,PITX1
YPEL3,PRR20E
YPEL3,PRR20C
YPEL3,PRR20D
YPEL3,PRR20B
YPEL3,PRR20A
YPEL3,TLE5
YPEL3,MKRN3
YPEL3,FHL3
YPEL3,FHL2
YPEL3,TRIP6
YPEL3,ZIC1
YPEL3,ZYX
YPEL3,HSPB2
YPEL3,POU2AF1
YPEL3,NRF1
YPEL3,LONRF1
YPEL3,DOK7
YPEL3,QRICH1
YPEL3,KLHL38
YPEL3,KRTAP6-2
YPEL3,KRTAP15-1
YPEL3,KRTAP13-2
YPEL3,FNDC3B
YPEL3,SMUG1
YPEL3,C19ORF54
YPEL3,INTS11
YPEL3,FHL5
YPEL3,TASOR2
YPEL3,SPRYD7
YPEL3,CYB5R2
YPEL3,MORN3
YPEL3,DOK6
YPEL3,LARP4
YPEL3,ZNF765
YPEL3,ATG9A
YPEL3,NUFIP2
YPEL3,TRIM73
YPEL3,ZNF441
YPEL3,MYOZ3
YPEL3,HDAC7
YPEL3,UBTD2
YPEL3,SHC3
YPEL3,PIK3R3
YPEL3,TSC1
YPEL3,OSTF1
YPEL3,RBPMS
YPEL3,TENT5B
YPEL3,TP53INP1
YPEL3,EID2B
YPEL3,TENT5A
YPEL3,HEXIM2
YPEL3,TEPSIN
YPEL3,TOX2
YPEL3,GUCD1
YPEL3,TGM7
YPEL3,TSSK3
YPEL3,MDFI
YPEL3,SPAG8
YPEL3,CDCA4
YPEL3,KRTAP3-3
YPEL3,KRTAP3-1
YPEL3,HSD3B7
YPEL3,ARMC7
YPEL3,SH2D4A
YPEL3,MYOZ1
YPEL3,CABP2
YPEL3,DMRT3
YPEL3,PLSCR4
YPEL3,FGF21
YPEL3,FANCL
YPEL3,C1ORF109
YPEL3,PRR13
YPEL3,WWOX
YPEL3,SPG21
YPEL3,TRIM10
YPEL3,MAD2L2
YPEL3,TRAPPC2L
MAX,MAX
MAX,PMP22
MAX,MXD1
MAX,EP300
MAX,DYNC1H1
MAX,MXD4
MAX,MGA
MAX,BANP
MAX,COPS5
MAX,MXD3
MAX,UNC45A
MAX,PLEKHF2
MAX,PLEKHA5
MAX,TXLNG
MAX,CLIP2
MAX,RNF11
MAX,TRRAP
MAX,MAD1L1
RPS3A,RPL15
RPS3A,RPL27
RPS3A,RPL37A
RPS3A,RPS7
RPS3A,RPS8
RPS3A,RPS15A
RPS3A,RPS16
RPS3A,RPS14
RPS3A,RPS23
RPS3A,RPS18
RPS3A,RPS13
RPS3A,RPS11
RPS3A,RPL7A
RPS3A,RPS4X
RPS3A,RPL23A
RPS3A,RPS6
RPS3A,RPL23
RPS3A,RPS15
RPS3A,RPS24
RPS3A,RPS25
RPS3A,RPS26
RPS3A,RPL30
RPS3A,RPL31
RPS3A,RPL10A
RPS3A,RPL32
RPS3A,RPL11
RPS3A,RPL8
RPS3A,RPS21
RPS3A,RACK1
RPS3A,EEF1A1
RPS3A,RPL24
RPS3A,RPL19
RPS3A,HNRNPU
RPS3A,RPL18A
RPS3A,RPL6
RPS3A,RPL18
RPS3A,EIF3A
RPS3A,Q5TCM0
RPS3A,ATF7IP
RPS3A,CCDC50
RPS3A,TOE1
RPS3A,BOD1
RPS3A,RPL10L
RPS3A,EDEM2
RPS3A,C11ORF49
RPS3A,PNO1
RPS3A,DKFZP564M2422
RPS3A,NOB1
RPL26,RPL15
RPL26,RPS16
RPL26,RPL7A
RPL26,RACK1
RPL26,MDM2
RPL26,APLP2
RPL26,HNRPR
RPL26,RICTOR
RPL26,RPL36
STX1B,VAMP2
STX1B,UBE2I
STX1B,STX4
STX1B,AQP6
STX1B,EBP
STX1B,FAM209A
STX1B,SNAP47
STX1B,ACBD5
STX1B,MMGT1
STX1B,FAM81A
STX1B,GPR152
STX1B,FAM161B
STX1B,NAPB
STX1B,TMEM167B
STX1B,FBXO28
STX1B,ERGIC3
SST,SST
PSME3,PSME3
PSME3,UBE2H
PSME3,SERF2
PSME3,FMR1
PSME3,DIP2A
PSME3,INPP5J
PSME3,WDR25
PSME3,FBXL19
PSME3,RNF111
PSME3,NUDT18
PSME3,KANSL1
PSME3,CDR2L
PSME3,FAM90A1
PSME3,DEPTOR
PSME3,LNX1
PSME3,ZCCHC10
PSME3,TNFAIP8L1
PSME3,KBTBD7
PSME3,KLK6
PSME3,DVL3
PSME3,EAF2
PSME3,DTNBP1
PSME3,NTAQ1
PSME3,EAF1
PSME3,PFDN5
PSME3,TXN2
PSME3,BBS2
PSME3,UBE2Z
PSME3,DMRT3
PSME3,PICK1
PSME3,FOXD4L1
PSME3,GPATCH2L
PSME3,HYPK
PSME3,PRR13
PSME3,THAP10
PSME3,RPH3AL
PSME3,SPG7
PSME3,FBXO7
HAND2,RIPPLY1
HAND2,SPANXN3
HAND2,KANK2
HAND2,FAM90A1
HAND2,OPTN
HAND2,TCF12
HAND2,USP20
RPL15,RPL37A
RPL15,RPS7
RPL15,RPS8
RPL15,RPS15A
RPL15,RPS16
RPL15,RPS14
RPL15,RPS23
RPL15,RPS13
RPL15,RPS11
RPL15,RPL7A
RPL15,RPS4X
RPL15,RPL23A
RPL15,RPS6
RPL15,RPL23
RPL15,RPS25
RPL15,RPS26
RPL15,RPL30
RPL15,RPL31
RPL15,RPL10A
RPL15,RPL11
RPL15,RPL8
RPL15,RACK1
RPL15,RPL24
RPL15,RPL19
RPL15,RPL18A
RPL15,RPL6
RPL15,RPL18
RPL15,COPS6
RPL15,RPL10L
RPL15,RPL36
MAGOH,MAGOH
MAGOH,GOLGA2
MAGOH,RNPS1
MAGOH,ZKSCAN8
MAGOH,DPPA4
MAGOH,CEP70
MAGOH,UBE2E3
MAGOH,SMG1
MAGOH,PPP1R16B
MAGOH,DPH2
MAGOH,PYM1
MAGOH,UPF3B
MAGOH,ZRANB1
MAGOH,RBM8A
FGF12,MAPK8IP2
FGF12,IKZF1
FGF12,SCN5A
FGF12,ZNF460
FGF12,ZNF79
FGF12,RNF151
FGF12,CT45A1
FGF12,DPPA2
FGF12,RP9
FGF12,STAC3
FGF12,LZTS2
FGF12,THAP1
FGF12,RBAK
FGF12,DACH1
FGF12,GRIP1
RPL27,RPS8
RPL27,RPS15A
RPL27,RPS16
RPL27,RPS23
RPL27,RPS13
RPL27,RPS4X
RPL27,RPL23
RPL27,RPS26
RPL27,RPL30
RPL27,RPL31
RPL27,RACK1
RPL27,RPL24
RPL27,RPL19
RPL27,RPL6
RPL27,RPL18
RPL27,EP300
RPL27,SPANXN2
RPL27,RPL26L1
ISL1,SMAD3
ISL1,RELA
ISL1,LDB1
ISL1,ZNF511
ISL1,LHX4
ISL1,SSBP4
ATP6V0D1,TLE5
ATP6V0D1,ATP6AP1
ATP6V0D1,ATP6V1F
ATP6V0D1,IHO1
ATP6V0D1,ATP6V0A1
ATP6V0D1,RBPMS
ATP6V0D1,ATP6V0B
ATP6V0D1,DMRT3
ATP6V0D1,IKZF3
ATP6V0D1,ATP6V1D
PCBD1,PCBD1
PCBD1,CEBPZ
PCBD1,TFF3
PCBD1,RBL2
PCBD1,EP300
PCBD1,SOWAHC
PCBD1,KANK2
PCBD1,MIS18BP1
PCBD1,NUDT18
PCBD1,DENND4A
PCBD1,ZNF567
PCBD1,LNX1
PCBD1,SCMH1
PCBD1,SMARCD1
PCBD1,NTAQ1
PCBD1,ZNF714
PCBD1,CDK5RAP2
PCBD1,PAPOLG
PCBD1,TRIM5
PCBD1,NIF3L1
PCBD1,WWP1
PCBD1,PCBD2
PCBD1,GORASP2
PCBD1,EHMT1
PCBD1,HES4
PCBD1,BRD7
PCBD1,PICK1
PCBD1,CALCOCO1
PCBD1,TIMELESS
PCBD1,DIP2C
PCBD1,KLF13
PCBD1,ZNF451
PCBD1,GTF3C3
RPL37A,RPS7
RPL37A,RPS8
RPL37A,RPS15A
RPL37A,RPS16
RPL37A,RPS14
RPL37A,RPS23
RPL37A,RPS13
RPL37A,RPS11
RPL37A,RPL7A
RPL37A,RPS4X
RPL37A,RPL23A
RPL37A,RPS6
RPL37A,RPL23
RPL37A,RPS25
RPL37A,RPS26
RPL37A,RPL30
RPL37A,RPL31
RPL37A,RPL10A
RPL37A,RPL11
RPL37A,RACK1
RPL37A,RPL24
RPL37A,RPL19
RPL37A,RPL18A
RPL37A,RPL6
RPL37A,RPL18
RPL37A,LRIF1
RPL37A,RIF1
RPL37A,CTPS2
RHOA,RHOA
RHOA,RACK1
RHOA,ARHGAP1
RHOA,ARHGEF5
RHOA,AKAP13
RHOA,MYO9B
RHOA,ROCK1
RHOA,TRIP6
RHOA,PKN1
RHOA,ARHGAP21
RHOA,MPRIP
RHOA,NET1
RHOA,ANKS1B
RHOA,DKFZP451F1115
RHOA,KTN1
RHOA,ARHGEF25
RHOA,ARHGEF28
RHOA,KCTD13
RHOA,ARHGEF1
RHOA,ARHGEF2
RHOA,CNKSR1
RHOA,RIPOR3
RHOA,RTKN
RHOA,SMURF2
RHOA,SMURF1
RHOA,ANLN
RHOA,ARHGEF12
RHOA,ARHGAP20
RHOA,IKZF3
RHOA,ARHGAP26
RHOA,DAAM1
RHOA,RIPOR2
RND3,YWHAZ
RND3,ROCK1
RND3,CPLANE2
RND3,C14ORF119
NAA20,ACVR1
NAA20,NAA25
NAA20,SMAD1
NAA20,ADIPOR1
NAA20,SMURF1
NCALD,CREM
NCALD,LCE2D
NCALD,SBSN
NCALD,GOLGA7
NCALD,SPRED1
NCALD,DTX2
NCALD,MYDGF
NCALD,MIEF2
NCALD,GPX7
NCALD,LITAF
NCALD,C1QTNF2
NCALD,C19ORF44
NCALD,TPSG1
NCALD,TMEM14B
NCALD,PLAAT2
HSPE1,HSPE1
HSPE1,EEF1A1
HSPE1,TLE1
HSPE1,STK3
HSPE1,UNC119
HSPE1,CRMP1
HSPE1,LRIF1
HSPE1,RIF1
HSPE1,C14ORF1
HSPE1,GBP7
HSPE1,SELENOM
HSPE1,NTAQ1
HSPE1,ERG28
HSPE1,ZHX1
LYZ,LYZ
VBP1,GABPB1
VBP1,VEZF1
VBP1,BECN1
VBP1,EFHC1
VBP1,ZNF410
VBP1,MISP
VBP1,TCEANC
VBP1,PNMA1
VBP1,LMO3
VBP1,THAP3
VBP1,PIK3R3
VBP1,DDIT4L
VBP1,L3MBTL3
VBP1,ZNF488
VBP1,UBL7
VBP1,PFDN5
VBP1,GLIS2
VBP1,ENKD1
VBP1,ZNF576
VBP1,MYOZ1
VBP1,PFDN4
VBP1,C1ORF109
VBP1,ZNF581
VBP1,PFDN2
VBP1,IKZF3
VBP1,ZNF232
VBP1,TSC22D4
STXBP1,APBA1
STXBP1,STX5
STXBP1,CENPP
STXBP1,SPICE1
STXBP1,STX19
STXBP1,SYTL4
STXBP1,APBA2
B2M,B2M
B2M,GRB2
B2M,TAP1
B2M,PCOLCE
B2M,MLANA
B2M,HFE
B2M,Q53GH5
B2M,Q59EE1
B2M,IGL@
B2M,TRA@
B2M,LILRB2
B2M,LILRB1
B2M,MR1
B2M,TAPBPL
B2M,HLAC
B2M,HLA-B57
B2M,PYGO1
DAD1,STT3B
TGFB2,TGFB2
TGFB2,TGFBR3
COPZ1,COPZ1
COPZ1,NUDCD1
COPZ1,COPG2
COPZ1,COPG1
PKIA,PKIA
PKIA,DYNLL1
PKIA,MRNIP
PKIA,DYNLL2
RPL37,RACK1
RPL37,SQSTM1
RPL37,POLR1B
RPL37,WIF1
GNG11,REP15
GNG11,CEP44
GNG11,SMURF1
GNG11,ZHX1
GNG11,AMOTL2
SUMO2,UBE2I
SUMO2,CSNK2B
SUMO2,RNF4
SUMO2,PLAUR
SUMO2,CHD3
SUMO2,PTPRS
SUMO2,TDG
SUMO2,COX17
SUMO2,TNIP1
SUMO2,SETDB1
SUMO2,PAFAH1B3
SUMO2,GUSBP1
SUMO2,LAMA4
SUMO2,SMIM40
SUMO2,USPL1
SUMO2,MAST2
SUMO2,ATF7IP
SUMO2,ZBTB33
SUMO2,HOMEZ
SUMO2,PELP1
SUMO2,PIAS4
SUMO2,DKFZP547P1613
SUMO2,BAD
SUMO2,USP7
SUMO2,CRELD1
SUMO2,ZNF496
SUMO2,UIMC1
SUMO2,TWNK
SUMO2,USP28
SUMO2,RNF2
SUMO2,TEAD3
SUMO2,SRRT
SUMO2,MAF1
SUMO2,EVA1A
SUMO2,SENP2
SUMO2,NDUFA4L2
SUMO2,CMTM6
SUMO2,SENP1
SUMO2,RERE
SUMO2,DAXX
SUMO2,USP25
SUMO2,ZNF451
SUMO2,PIAS3
UFM1,UFM1
UFM1,UBE2D2
UFM1,INCA1
UFM1,KCTD21
UFM1,UBE2E3
UFM1,UBE2W
UFM1,UBA5
UFM1,DIABLO
UFM1,RPS6KA6
UFM1,UBE2D4
UFM1,UFC1
DCAF7,TARDBP
DCAF7,MAP3K1
DCAF7,DYRK1A
DCAF7,KLK6
WDR5,WDR5
WDR5,H3C1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H3C10|H3C11|H3C12
WDR5,KMT2A
WDR5,HSF2
WDR5,DYNC1H1
WDR5,NCOA6
WDR5,RBBP5
WDR5,H3-4
WDR5,ZXDC
WDR5,H3-5
WDR5,FAM199X
WDR5,PAXIP1
WDR5,KANSL1
WDR5,KMT2C
WDR5,KLK6
WDR5,BBC3
WDR5,PAGR1
WDR5,DPY30
WDR5,Q9H891
WDR5,KANSL2
WDR5,CHD8
WDR5,MBIP
WDR5,TERF2IP
WDR5,CXXC1
WDR5,ASH2L
WDR5,ANAPC2
WDR5,MLL
WDR5,KMT2B
WDR5,SETD1B
WDR5,SSX2IP
WDR5,MARF1
WDR5,NR2E3
AP1S1,AP1B1
AP1S1,AP1M1
AP1S1,PICK1
LMO4,CSNK2B
LMO4,KRT76
LMO4,ID3
LMO4,GABPB1
LMO4,TLE5
LMO4,GOLGA2
LMO4,MERTK
LMO4,CALCOCO2
LMO4,IKZF1
LMO4,SMAD4
LMO4,TP53BP2
LMO4,FHL3
LMO4,NFYC
LMO4,KRT33B
LMO4,LASP1
LMO4,NONO
LMO4,RCN1
LMO4,KRT31
LMO4,ITSN1
LMO4,SLC15A2
LMO4,DDB1
LMO4,ECM1
LMO4,NRF1
LMO4,KYNU
LMO4,ERCC6L
LMO4,VMAC
LMO4,QRICH1
LMO4,AARD
LMO4,AMOT
LMO4,MTUS2
LMO4,PDE4DIP
LMO4,KANK2
LMO4,CCDC102B
LMO4,KRT40
LMO4,KRT39
LMO4,GRHL2
LMO4,ADAMTSL4
LMO4,TTLL7
LMO4,KRT74
LMO4,PPP1R32
LMO4,ZNF467
LMO4,LDB1
LMO4,ZNF410
LMO4,FAM228A
LMO4,C12ORF40
LMO4,KRTAP11-1
LMO4,TEX14
LMO4,VPS52
LMO4,METTL27
