Gene_A,Gene_B
PSCA,TMEM42
PSCA,BRICD5
PSCA,UNC93A
PSCA,SLC30A8
PSCA,TRARG1
PSCA,SYS1
PSCA,JAGN1
PSCA,TMEM86B
PSCA,TMEM239
PSCA,BCL2L2
PSCA,TMEM54
PSCA,CMTM5
PSCA,YIPF6
PSCA,RUSF1
PSCA,ST6GAL2
PSCA,DERL3
PSCA,APOL2
PSCA,TMEM243
PSCA,TMEM147
PSCA,SMIM3
PSCA,AGPAT5
PSCA,TMEM140
PSCA,AIG1
PSCA,ERG28
PSCA,STX8
PSCA,INSIG2
TSPAN6,CHD3
TSPAN6,LRIF1
TSPAN6,RIF1
TSPAN6,NSG2
PLRG1,PLRG1
PLRG1,SF3B1
PLRG1,BCAS2
PLRG1,CNN1
PLRG1,ATXN1
PLRG1,PPIL2
PLRG1,SNW1
PLRG1,EFTUD2
PLRG1,SF3A1
PLRG1,PRPF8
PLRG1,ZSCAN1
PLRG1,CDC5L
PLRG1,CRNKL1
PLRG1,XAB2
PLRG1,RBM22
PLRG1,CWC15
PLRG1,ISY1
PLRG1,PRPF19
PRC1,PRC1
PRC1,TRIM37
PRC1,KIF4A
PRC1,LDOC1
PRC1,MAT2A
PRC1,KRT20
PRC1,PKIA
PRC1,CCDC85B
PRC1,USHBP1
PRC1,CINP
RGS10,GNAI3
RGS10,PLEKHF2
ZNF207,BUB3
ZNF207,MAP2K2
ZNF207,HNRNPM
ZNF207,WDR77
ZNF207,HNRNPUL1
ZNF207,POLR1B
NDUFB5,NDUFB3
NDUFB5,NDUFS5
NDUFB5,NDUFB1
NDUFB5,NDUFB6
NDUFB5,NDUFA3
NDUFB5,NDUFC2
NDUFB5,NDUFB10
NDUFB5,ATP5PB
NDUFB5,NDUFS1
NDUFB5,NDUFA8
NDUFB5,SCAND1
NDUFB5,NADH2
NDUFB5,NDUFA11
NDUFB5,NDUFB11
NDUFB5,NDUFA13
NDUFB5,NDUFB9
NDUFB5,ND5
NDUFB3,NDUFB2
NDUFB3,ATP5F1C
NDUFB3,NDUFB9
NDUFB3,ND5
NDUFC1,NDUFC2
NDUFC1,NDUFA10
NDUFC1,NDUFA8
NDUFC1,NADH2
NDUFA2,NDUFS5
NDUFA2,NDUFS6
NDUFA2,NDUFS3
NDUFA2,NDUFB7
NDUFA2,NDUFV2
NDUFA2,NDUFS1
NDUFA2,NDUFV1
NDUFA2,NDUFA6
NDUFA2,NDUFA9
NDUFA2,NDUFA11
NDUFA2,NDUFB11
NDUFA2,VAPA
NDUFA2,NDUFA12
NDUFA2,NSG2
NDUFA2,NDUFB9
LDB2,PSMB1
LDB2,LMO2
LDB2,LMO1
LDB2,ISL1
LDB2,LMO4
LDB2,LHX8
LDB2,TTC19
LDB2,EPM2AIP1
LDB2,EXOC3L1
LDB2,LMO3
LDB2,LNX1
LDB2,HDAC7
LDB2,MYDGF
LDB2,SMARCD1
LDB2,NTAQ1
LDB2,TSNAX
LDB2,GGACT
LDB2,SSBP4
LDB2,SSBP3
LDB2,DGCR6L
LDB2,EGLN3
LDB2,C14ORF119
TCF21,APP
TCF21,MYOD1
TCF21,TCF3
TCF21,HOXB6
TCF21,APEX1
TCF21,APLP1
TCF21,LMO4
TCF21,TCF12
TCF21,KLF15
TCF21,GTF3C5
GET3,GET3
GET3,SGTA
GET3,PFDN1
GET3,PEX14
GET3,CSPG5
GET3,AGR2
GET3,TTR
GET3,TK1
GET3,SPP1
GET3,IGFBP6
GET3,BAG6
GET3,CAMLG
GET3,PRB3
GET3,ASPH
GET3,PDIA6
GET3,RCN1
GET3,PRR4
GET3,VWC2
GET3,FAM209A
GET3,SYPL2
GET3,TMEM154
GET3,RHEX
GET3,GET4
GET3,EMSY
GET3,WFDC3
GET3,GOLM1
GET3,GPX8
GET3,CREB3L4
GET3,SSMEM1
GET3,KCNE4
GET3,DDIT4L
GET3,SMIM19
GET3,FAM163A
GET3,GPX7
GET3,TMX1
GET3,TMEM51
GET3,KCNE5
GET3,HILPDA
GET3,FKBP7
BUB1,BUB1
BUB1,BUB3
BUB1,BUB1B
BUB1,ARIH2
BUB1,CRK
BUB1,CDC20
BUB1,KNL1
BUB1,RDH12
BUB1,MAD1L1
BUB3,BUB1B
BUB3,EXOC3
BUB3,THRA
BUB3,UBA1
BUB3,ATXN1
BUB3,RPL37A
BUB3,CDC20
BUB3,NKAP
BUB3,CPNE1
BUB3,SUGT1
PLPP2,NSG1
PLPP2,BAG6
PLPP2,UNC119
PLPP2,VSTM1
PLPP2,NOTCH2NLA
PLPP2,JAGN1
PLPP2,TRAM1L1
PLPP2,MRPL44
SIGLEC6,TCF4
SIGLEC6,PAX6
SIGLEC6,MALL
SIGLEC6,FHL2
SIGLEC6,ZNF655
SULT1B1,SULT1B1
SULT1B1,TARS1
SULT1B1,UQCRC1
SULT1B1,VBP1
SULT1B1,SULT2A1
SULT1B1,POT1
ACTN4,ACTN4
ACTN4,EGFR
ACTN4,TXN
ACTN4,ACTN1
ACTN4,BMP7
ACTN4,VCAM1
ACTN4,NOS3
ACTN4,COIL
ACTN4,STAT1
ACTN4,RPS27
ACTN4,IQGAP1
ACTN4,KPNA2
ACTN4,ACTN3
ACTN4,MAPK7
ACTN4,MICALL2
ACTN4,LNX1
ACTN4,TTN
ACTN4,MYOZ1
ACTN4,MYOZ2
ACTN4,POT1
ACTN4,C14ORF119
ACTN4,SACS
GSTZ1,GSTZ1
GSTZ1,ABL1
GSTZ1,FYN
GSTZ1,NCK1
GSTZ1,QARS1
GSTZ1,GRB2
GSTZ1,TRAF2
GSTZ1,PLEKHG4
GSTZ1,CLVS2
GSTZ1,TCP11
GSTZ1,ZMYND12
GSTZ1,GORASP2
BUD23,OAS1
BUD23,RPS5
BUD23,VCP
BUD23,RPS16
BUD23,PKN1
BUD23,TRMT112
TLX3,PQBP1
TLX3,FOXH1
TLX3,KRT34
TLX3,EFEMP2
TLX3,SERPINE1
TLX3,H2BC11
TLX3,SP1
TLX3,NHLRC4
TLX3,ZNF44
TLX3,AOC1
TLX3,LMO2
TLX3,MSX2
TLX3,CEACAM6
TLX3,FNTB
TLX3,ZNF41
TLX3,FOSB
TLX3,YPEL3
TLX3,ATP6V0D1
TLX3,CSNK2B
TLX3,POU6F2
TLX3,PRR20E
TLX3,PRR20C
TLX3,PRR20D
TLX3,PRR20B
TLX3,PRR20A
TLX3,IRF9
TLX3,ROR2
TLX3,ACY1
TLX3,TLE1
TLX3,TLE2
TLX3,REL
TLX3,TP53BP1
TLX3,TCIRG1
TLX3,GGTLC2
TLX3,LASP1
TLX3,HSPB2
TLX3,SLC15A2
TLX3,POU2AF1
TLX3,SMU1
TLX3,KRTAP6-1
TLX3,KRTAP6-2
TLX3,KRTAP13-3
TLX3,KRTAP19-7
TLX3,C19ORF54
TLX3,HYI
TLX3,SPATA46
TLX3,INTS11
TLX3,MORN5
TLX3,SPRYD7
TLX3,TMEM42
TLX3,UFSP1
TLX3,IGFL2
TLX3,ITIH6
TLX3,ANKRD33
TLX3,DENND4A
TLX3,ERAS
TLX3,APBB1IP
TLX3,KRTAP19-1
TLX3,KRTAP11-1
TLX3,KRTAP8-1
TLX3,KRTAP7-1
TLX3,STH
TLX3,TRIM42
TLX3,ZNF34
TLX3,FCSK
TLX3,METTL27
TLX3,C11ORF45
TLX3,ASB12
TLX3,ARMC5
TLX3,TEX37
TLX3,RSKR
TLX3,TEKT5
TLX3,TOX2
TLX3,SYNGAP1
TLX3,AKAP9
TLX3,B9D2
TLX3,HOPX
TLX3,WDR83
TLX3,NICN1
TLX3,THTPA
TLX3,HNRNPUL1
TLX3,KRTAP3-1
TLX3,C11ORF1
TLX3,PLAAT1
TLX3,BPIFA1
TLX3,C2ORF42
TLX3,ANKRD10
TLX3,CTNNA3
TLX3,ING4
TLX3,GTF2A1L
TLX3,ZBTB32
TLX3,TBX22
TLX3,MAGED1
TRIAP1,AMY2A
TRIAP1,LCN2
TRIAP1,PLEKHF2
TRIAP1,PRELID1
TRIAP1,PRELID3B
GATC,ALOX5
GATC,CTAG1A|CTAG1B
GATC,SRSF11
GATC,TOMM20L
HTATSF1,HTATSF1
HTATSF1,SF3B1
HTATSF1,SRSF4
HTATSF1,ZNF512B
HTATSF1,FEZ1
KDELR3,TSPAN2
TRAF3IP2,STK16
TRAF3IP2,GOLGA2
TRAF3IP2,TRAF2
TRAF3IP2,MRPL28
TRAF3IP2,FHL3
TRAF3IP2,TRIP6
TRAF3IP2,IL17RA
TRAF3IP2,MDFI
TRAF3IP2,RIMBP3
TRAF3IP2,TRAF6
TRAF3IP2,IKBKG
ITM2A,CLDN7
ITM2A,FCGR1A
ITM2A,MEOX2
ITM2A,TMEM179B
ITM2A,FNDC9
ITM2A,TMED9
ITM2A,SIT1
CYTH3,CYTH3
CYTH3,ARFIP2
CYTH3,ARF6
CYTH3,IFI35
CYTH3,SYCE1
CYTH3,IPCEF1
CYTH3,CNKSR1
CYTH3,CCDC120
CYTH3,CALCOCO1
PRKAB2,PRKAB2
PRKAB2,KIF1B
PRKAB2,CDC14B
PRKAB2,TADA2A
PRKAB2,STX11
PRKAB2,PIAS2
PRKAB2,NEBL
PRKAB2,DDAH2
PRKAB2,AVP
PRKAB2,TP53
PRKAB2,HSPB1
PRKAB2,GSN
PRKAB2,KRTAP2-3
PRKAB2,NHLRC4
PRKAB2,PYGM
PRKAB2,DAO
PRKAB2,TCF4
PRKAB2,GATA1
PRKAB2,PDE6G
PRKAB2,TNNI1
PRKAB2,FLNA
PRKAB2,FGFR3
PRKAB2,KRTAP5-9
PRKAB2,CFP
PRKAB2,GRN
PRKAB2,MAT2A
PRKAB2,CASP2
PRKAB2,MEOX2
PRKAB2,PRKAG1
PRKAB2,PRKAA2
PRKAB2,CASP6
PRKAB2,KRTAP10-3
PRKAB2,KRTAP10-5
PRKAB2,KRTAP10-7
PRKAB2,KRTAP10-8
PRKAB2,KRTAP10-9
PRKAB2,KRTAP10-11
PRKAB2,YPEL3
PRKAB2,PSME3
PRKAB2,VBP1
PRKAB2,CSNK2B
PRKAB2,ROR2
PRKAB2,ARID5A
PRKAB2,REL
PRKAB2,KRTAP1-1
PRKAB2,TLE5
PRKAB2,GOLGA2
PRKAB2,DMWD
PRKAB2,SMARCB1
PRKAB2,TRAF2
PRKAB2,TRAF1
PRKAB2,PRKAA1
PRKAB2,CALCOCO2
PRKAB2,ZNF177
PRKAB2,IKZF1
PRKAB2,TP53BP2
PRKAB2,PDE6H
PRKAB2,SERTAD2
PRKAB2,TRIM14
PRKAB2,GRIN2C
PRKAB2,KRT31
PRKAB2,CDSN
PRKAB2,NAB2
PRKAB2,C12ORF74
PRKAB2,MAJIN
PRKAB2,C3ORF36
PRKAB2,ZC2HC1C
PRKAB2,SMUG1
PRKAB2,C19ORF54
PRKAB2,GCSAML
PRKAB2,KRBOX4
PRKAB2,RBM48
PRKAB2,UBXN11
PRKAB2,LRIF1
PRKAB2,IRAK1BP1
PRKAB2,TASOR2
PRKAB2,TTC23
PRKAB2,KRT40
PRKAB2,MORN3
PRKAB2,BHLHB9
PRKAB2,ZNF474
PRKAB2,ADAMTSL4
PRKAB2,USP54
PRKAB2,BEND5
PRKAB2,DOK3
PRKAB2,GET4
PRKAB2,RNF144B
PRKAB2,SPRED1
PRKAB2,Q7Z783
PRKAB2,KHDC4
PRKAB2,NUTM1
PRKAB2,KRTAP1-3
PRKAB2,TRIM42
PRKAB2,IHO1
PRKAB2,STX19
PRKAB2,CCDC33
PRKAB2,METTL27
PRKAB2,BANP
PRKAB2,PNMA1
PRKAB2,ABHD11
PRKAB2,RHEBL1
PRKAB2,GRAPL
PRKAB2,OXER1
PRKAB2,ZFP90
PRKAB2,ZNF526
PRKAB2,SSC4D
PRKAB2,GATAD2B
PRKAB2,RBPMS
PRKAB2,TSR2
PRKAB2,CREB3L1
PRKAB2,DDIT4L
PRKAB2,ZMYND19
PRKAB2,PPP1R16A
PRKAB2,PPP1R13B
PRKAB2,TGM7
PRKAB2,QKI
PRKAB2,RAB3IP
PRKAB2,TRIB3
PRKAB2,TCF12
PRKAB2,PFDN5
PRKAB2,MDFI
PRKAB2,KRTAP4-12
PRKAB2,LZTS2
PRKAB2,WDR83
PRKAB2,CCDC28B
PRKAB2,KRTAP17-1
PRKAB2,KRTAP9-8
PRKAB2,KRTAP9-4
PRKAB2,KRTAP9-3
PRKAB2,KRTAP9-2
PRKAB2,KRTAP4-5
PRKAB2,KRTAP4-2
PRKAB2,KRTAP3-3
PRKAB2,KRTAP2-4
PRKAB2,TRIM54
PRKAB2,PRDM14
PRKAB2,KATNBL1
PRKAB2,BLZF1
PRKAB2,C11ORF1
PRKAB2,AUNIP
PRKAB2,YY1AP1
PRKAB2,GORASP2
PRKAB2,ESM1
PRKAB2,TCF7L2
PRKAB2,C2ORF42
PRKAB2,KCTD5
PRKAB2,ANAPC11
PRKAB2,IL37
PRKAB2,ZNF581
PRKAB2,LHX3
PRKAB2,TRIM10
PRKAB2,RIMBP3
PRKAB2,PRKAG3
PRKAB2,PRKAG2
PRKAB2,KLF15
PRKAB2,VPS28
PRKAB2,IKZF3
PRKAB2,ZNF236
PRKAB2,UBQLN1
PRKAB2,RPH3AL
PRKAB2,TRIM35
PRKAB2,SAMD4A
PRKAB2,DICER1
PRKAB2,TCF19
PRKAB2,LZTS1
PRKAB2,SSX2IP
PRKAB2,ZBTB32
PRKAB2,RNF11
PRKAB2,PRKAB1
PRKAB2,MAGED1
PRKAB2,Q9Y649
CHP2,SLC9A1
CHP2,MDFI
AP1G1,AP1G1
AP1G1,ATXN1
AP1G1,AP1S2
AP1G1,AP1S1
AP1G1,AP1B1
AP1G1,RABEP1
AP1G1,AAGAB
AP1G1,ZNF512B
AP1G1,UBL7
AP1G1,AP1M1
AP1G1,SYNRG
STX6,STX6
STX6,CREB3
STX6,VAMP4
STX6,SNAP29
STX6,APP
STX6,PSMA3
STX6,STOM
STX6,STX2
STX6,MEOX2
STX6,STX4
STX6,AQP6
STX6,EBP
STX6,STX1A
STX6,MTERF2
STX6,GOLM2
STX6,TMEM205
STX6,ARMC8
STX6,MMGT1
STX6,TMEM86B
STX6,FAM210B
STX6,NAPB
STX6,MTIF3
STX6,LIME1
STX6,TIMMDC1
STX6,TMEM14B
STX6,SCN3B
STX6,TMEM9
STX6,VPS51
SYNGR1,CREB3
SYNGR1,PLIN3
SYNGR1,ADORA2A
SYNGR1,SLC16A2
SYNGR1,EHHADH
SYNGR1,AQP6
SYNGR1,SNX1
SYNGR1,EBP
SYNGR1,SLC10A6
SYNGR1,FAM209A
SYNGR1,TMEM31
SYNGR1,SPNS3
SYNGR1,RETREG3
SYNGR1,UNC93A
SYNGR1,FATE1
SYNGR1,TMEM45B
SYNGR1,CREB3L1
SYNGR1,PLEKHB2
SYNGR1,MTERF3
SYNGR1,TMEM80
SYNGR1,PNKP
SYNGR1,MYG1
SYNGR1,TMEM14B
SYNGR1,SPG21
SYNGR1,NDRG4
SYNGR1,ERGIC3
SYNGR2,SCARA3
SYNGR2,FATE1
SYNGR3,PLIN3
SYNGR3,PRKCA
SYNGR3,TTPA
SYNGR3,ARFIP1
SYNGR3,YWHAG
SYNGR3,MPP1
SYNGR3,GAD2
SYNGR3,EHHADH
SYNGR3,SETDB1
SYNGR3,MIDN
SYNGR3,LMO3
SYNGR3,KAT5
SYNGR3,ACSF2
SYNGR3,PNKP
SYNGR3,SPG21
SYNGR3,NDRG4
SYNGR3,SH3GLB1
TLX2,POU2F1
TLX2,MCM4
TLX2,POU6F2
TLX2,IRF9
TLX2,TLE1
TLX2,KRTAP6-2
TLX2,ZNF502
TLX2,GTF2A1L
SGTA,SGTA
SGTA,TMPRSS11D
SGTA,ZG16
SGTA,FZD7
SGTA,TNFRSF21
SGTA,PRDM1
SGTA,UPK3A
SGTA,SERPINI2
SGTA,PIAS1
SGTA,USP19
SGTA,REC8
SGTA,HSPA4L
SGTA,BAG2
SGTA,TXNDC12
SGTA,EFEMP2
SGTA,AGR2
SGTA,MOS
SGTA,CST1
SGTA,TGFA
SGTA,VIP
SGTA,KRT6A
SGTA,GYPA
SGTA,C1QA
SGTA,TFRC
SGTA,SLPI
SGTA,RPN1
SGTA,SERPINE1
SGTA,CHRNG
SGTA,CTSL
SGTA,MSMB
SGTA,COL1A2
SGTA,HSP90AB1
SGTA,SOD3
SGTA,CSF1
SGTA,GIP
SGTA,IGLC1
SGTA,PYY
SGTA,SRGN
SGTA,CXCL8
SGTA,SPP1
SGTA,HSPA8
SGTA,UBL4A
SGTA,PRPS2
SGTA,CD99
SGTA,SPN
SGTA,TNFRSF1A
SGTA,PTN
SGTA,GAL
SGTA,CBL
SGTA,PPIB
SGTA,IGFBP6
SGTA,COL8A2
SGTA,GRN
SGTA,ERP29
SGTA,SDC4
SGTA,BTC
SGTA,PFN2
SGTA,IL6ST
SGTA,CD79B
SGTA,PPIC
SGTA,BAG6
SGTA,IER3
SGTA,HSPA13
SGTA,RNF144A
SGTA,SUOX
SGTA,CLCN2
SGTA,FXYD2
SGTA,CDH15
SGTA,FXYD7
SGTA,NLRP12
SGTA,DEFB131A
SGTA,GABARAPL2
SGTA,CTAG1A|CTAG1B
SGTA,LCN2
SGTA,GUCA2A
SGTA,TFF3
SGTA,KCNA1
SGTA,SMAGP
SGTA,EFEMP1
SGTA,FSTL1
SGTA,PSMD2
SGTA,NME3
SGTA,IRF5
SGTA,SIM2
SGTA,GPERIK
SGTA,IRF3
SGTA,SETDB1
SGTA,RCN1
SGTA,CDSN
SGTA,ADIPOQ
SGTA,KCNA10
SGTA,SGCA
SGTA,AOC3
SGTA,KLHL38
SGTA,OPN
SGTA,TTMP
SGTA,SPINK9
SGTA,RNASE10
SGTA,TFDP3
SGTA,PAGE3
SGTA,TMEM31
SGTA,CREB3L3
SGTA,DMKN
SGTA,ITPRIPL1
SGTA,LAIR2
SGTA,TMEM154
SGTA,IGL@
SGTA,FIP1L1
SGTA,C5ORF46
SGTA,SMIM5
SGTA,TMUB2
SGTA,GET4
SGTA,RNF144B
SGTA,SRL
SGTA,KTN1
SGTA,C1QL4
SGTA,WFDC13
SGTA,NAXD
SGTA,LSMEM2
SGTA,SHISA5
SGTA,KASH5
SGTA,ZBTB8B
SGTA,CTCFL
SGTA,SPPL2A
SGTA,WFDC5
SGTA,CD99L2
SGTA,AGR3
SGTA,TMEM174
SGTA,WFDC12
SGTA,MYDGF
SGTA,PMEPA1
SGTA,TMEM230
SGTA,PBXIP1
SGTA,ZG16B
SGTA,SHISA4
SGTA,ERP27
SGTA,SGTB
SGTA,MRAP2
SGTA,MS4A3
SGTA,RNF170
SGTA,PRAP1
SGTA,PGLYRP2
SGTA,SMIM14
SGTA,FERD3L
SGTA,GPX7
SGTA,MYOC
SGTA,SYT11
SGTA,C1QTNF6
SGTA,C1QTNF5
SGTA,C1QTNF1
SGTA,TRIM5
SGTA,NRSN2
SGTA,TWSG1
SGTA,SYT4
SGTA,EDA2R
SGTA,BCL2L12
SGTA,ETNK1
SGTA,SDF2L1
SGTA,NPVF
SGTA,TNFRSF19
SGTA,FGF21
SGTA,EVA1B
SGTA,WBP1L
SGTA,DNAJB12
SGTA,WSB2
SGTA,GALP
SGTA,DKK3
SGTA,NXF1
SGTA,UBQLN2
SGTA,CYB5R1
SGTA,PSORS1C2
SGTA,KCNE5
SGTA,ADAM21
SGTA,PLAAT4
SGTA,USP18
SGTA,PCDHA4
SGTA,EDAR
SGTA,PPP1R3C
SGTA,TMEM98
SGTA,STRAP
SGTA,Q9Y5B2
SGTA,PCDHGA4
SGTA,GTF3C5
SGTA,F11R
SGTA,FKBP7
ENSA,ARIH2
ENSA,ENO2
ENSA,RAP2A
ENSA,FGFR3
ENSA,DNMT1
ENSA,PSEN1
ENSA,ACD
ENSA,KCTD15
ENSA,POT1
ENSA,UBQLN1
ENSA,Q9Y649
SLC25A20,LAMP2
SLC25A20,CRAMP1
SLC25A20,JPT2
NARS1,NARS1
NARS1,IARS1
NARS1,ATXN1
DYRK3,NEDD4L
DYRK3,GORASP2
KRT86,MAPKBP1
KRT86,KRT34
KRT86,KRT36
KRT86,KRT37
KRT86,KRT38
KRT86,KRT14
KRT86,KRT19
KRT86,KRT16
KRT86,KRT15
KRT86,MEOX2
KRT86,NUTF2
KRT86,KRT76
KRT86,CREB5
KRT86,CDK18
KRT86,MKRN3
KRT86,CAMK2B
KRT86,IL16
KRT86,KRT33B
KRT86,KRT32
KRT86,ODF1
KRT86,RTP5
KRT86,JOSD1
KRT86,KRT31
KRT86,TSGA10IP
KRT86,MGAT5B
KRT86,KANK2
KRT86,KRT40
KRT86,KRT39
KRT86,OLIG3
KRT86,KRT28
KRT86,KRT27
KRT86,KRT25
KRT86,CEP57
KRT86,CCDC146
KRT86,ZNF655
KRT86,TEKT4
KRT86,SHC3
KRT86,KRT35
KRT86,ZNF414
KRT86,HSD3B7
KRT86,RESF1
KRT86,GNE
SPOP,SPOP
SPOP,BRD4
SPOP,MACROH2A1
SPOP,PIAS1
SPOP,RTN3
SPOP,GLI3
SPOP,ERG
SPOP,BRD2
SPOP,RXRB
SPOP,DDIT3
SPOP,DEK
SPOP,PDX1
SPOP,PTEN
SPOP,UBE2I
SPOP,ZBTB16
SPOP,CHD3
SPOP,TP53BP1
SPOP,FADD
SPOP,CUL3
SPOP,GIT2
SPOP,CAPRIN1
SPOP,BRD3
SPOP,INF2
SPOP,DPPA2
SPOP,SRRM1
SPOP,GCC1
SPOP,MYD88
SPOP,DAXX
SPOP,ZMYND8
SPOP,NCOA3
SPOP,PIAS3
MYO1B,SUOX
MYO1B,POGZ
SSNA1,SSNA1
SSNA1,FXR1
SSNA1,RNF4
SSNA1,EHHADH
SSNA1,CDC37
SSNA1,TCEANC
SSNA1,LNX1
SSNA1,NTAQ1
SSNA1,TXN2
SSNA1,GOPC
SSNA1,PICK1
SSNA1,TBC1D7
SLC25A17,PEX19
SLC25A17,MEOX2
NUDT21,NUDT21
NUDT21,EED
NUDT21,SF3B1
NUDT21,KRT75
NUDT21,F13A1
NUDT21,A2M
NUDT21,RPLP1
NUDT21,DLD
NUDT21,ZBTB48
NUDT21,GFAP
NUDT21,TRIM27
NUDT21,RCC1
NUDT21,POLR2C
NUDT21,PTN
NUDT21,EEF1G
NUDT21,SHC1
NUDT21,PYCR1
NUDT21,TRIM23
NUDT21,MASP1
NUDT21,ATXN1
NUDT21,MYL6
NUDT21,SEM1
NUDT21,TLE1
NUDT21,GOLGA2
NUDT21,IKZF1
NUDT21,TRA2A
NUDT21,RNPS1
NUDT21,JMJD1C
NUDT21,CPSF6
NUDT21,DBN1
NUDT21,EXOSC6
NUDT21,RBM48
NUDT21,Q5T189
NUDT21,FBN3
NUDT21,CARM1
NUDT21,FAM90A1
NUDT21,NGEF
NUDT21,CPSF7
NUDT21,ZNF655
NUDT21,FLAD1
NUDT21,SLC44A1
NUDT21,PSPC1
NUDT21,PSMF1
NUDT21,KIFAP3
NUDT21,S100PBP
NUDT21,NTAQ1
NUDT21,TEPSIN
NUDT21,SPAG8
NUDT21,FUNDC2
NUDT21,NIF3L1
NUDT21,RNF19A
NUDT21,Q9P078
NUDT21,SEMA5B
NUDT21,CEP126
NUDT21,ZRANB1
NUDT21,DNMT3L
NUDT21,HSF4
NUDT21,CTNND2
NUDT21,SNCAIP
LANCL1,LANCL1
LANCL1,HTT
LANCL1,BAIAP2L1
STRN,TCP1
STRN,PPP2R1A
STRN,PPP2R1B
STRN,CCT6A
STRN,CCT5
STRN,CCT3
STRN,CCT8
STRN,CCT4
STRN,PPP2CB
STRN,PPP2CA
STRN,CCT2
STRN,STRN3
STRN,SLMAP
STRN,STRIP1
STRN,RINT1
STRN,ATF7IP
STRN,CTTNBP2
STRN,CCT7
STRN,SIKE1
STRN,PDCD10
STRN,STRN4
STRN,FGFR1OP2
STRN,STK26
STRN,CTTNBP2NL
STRN,TFIP11
STRN,STRIP2
STRN,MOB4
STRN,STK24
RRP9,RAP2A
RRP9,PWP2
RRP9,SMURF1
SCO2,CIDEB
HYAL3,DAB1
HYAL3,BOLL
HYAL3,EMG1
HYAL3,CAMK2A
CFAP410,FLJ13057
CFAP410,GMCL1
CFAP410,SPG21
AKAP8,ESR2
B3GALT2,SNX22
SLC37A4,BIK
ZBTB14,PRPF40A
ZBTB14,HRAS
ZBTB14,GSN
ZBTB14,SNRPB2
ZBTB14,FGFR3
ZBTB14,DDX6
ZBTB14,RPL9|RPL9P7|RPL9P8|RPL9P9
ZBTB14,NAA10
ZBTB14,ATP5PO
ZBTB14,MFAP1
ZBTB14,CASP6
ZBTB14,RPS7
ZBTB14,RAN
ZBTB14,RPS25
ZBTB14,POLR2L
ZBTB14,CYCS
ZBTB14,CDK16
ZBTB14,PIN1
ZBTB14,BYSL
ZBTB14,GRIN2C
ZBTB14,MAD2L1BP
ZBTB14,MORF4L2
ZBTB14,RNPS1
ZBTB14,SYT16
ZBTB14,C2ORF68
ZBTB14,FAM161A
ZBTB14,LRIF1
ZBTB14,TSTD2
ZBTB14,RNASEH2B
ZBTB14,INTS3
ZBTB14,EPM2AIP1
ZBTB14,FAM90A1
ZBTB14,CDKL3
ZBTB14,TCEANC
ZBTB14,EIF1AD
ZBTB14,ZCCHC10
ZBTB14,KAT5
ZBTB14,Q96BH6
ZBTB14,OPTN
ZBTB14,EAF1
ZBTB14,CEP19
ZBTB14,ZMAT2
ZBTB14,PNKP
ZBTB14,TXN2
ZBTB14,NAA11
ZBTB14,SCNM1
ZBTB14,AP1M1
ZBTB14,ENKD1
ZBTB14,GORASP2
ZBTB14,CBX8
ZBTB14,BAZ2B
ZBTB14,UBQLN1
ZBTB14,SH3GLB1
ZBTB14,MRPL11
ZBTB14,CAPN6
IDH3B,IDH3B
IDH3B,IDH3A
IDH3B,IDH3G
IDH3B,RAB35
IDH3B,MAPK6
IDH3B,ATXN2
IDH3B,PRMT1
CALU,RAF1
CALU,APP
CALU,P4HB
CALU,UMPS
CALU,PCNA
CALU,CFTR
CALU,MLF1
CALU,FKBP5
CALU,MLF2
CALU,DNAJA4
CALU,ZPBP
CALU,CTNNAL1
CALU,UBQLN1
EDIL3,EDIL3
AHCYL1,AHCYL1
AHCYL1,PPL
AHCYL1,PLEKHG5
AHCYL1,SOX30
AHCYL1,HBQ1
AHCYL1,HSPA6
AHCYL1,CDKN2C
AHCYL1,MAGEA2|MAGEA2B
AHCYL1,TDO2
AHCYL1,ZNF165
AHCYL1,MEOX2
AHCYL1,GEM
AHCYL1,BID
AHCYL1,SLC25A11
AHCYL1,PIAS4
AHCYL1,NXPE1
AHCYL1,MFI
AHCYL1,JOSD2
AHCYL1,HEXIM2
AHCYL1,UACA
AHCYL1,PRDM6
AHCYL1,SLC23A1
AHCYL1,DACH1
CREB3,CREB3
CREB3,MFSD11
CREB3,TSPAN2
CREB3,MAFK
CREB3,TIMM17B
CREB3,LILRB5
CREB3,SEC22B
CREB3,ATP6AP2
CREB3,TMEM63A
CREB3,NDUFB6
CREB3,SFT2D2
CREB3,CDS2
CREB3,ABHD16A
CREB3,LTA
CREB3,APOA2
CREB3,GYPA
CREB3,APOD
CREB3,CELA3A
CREB3,HMOX1
CREB3,CT45A5
CREB3,CT45A10
CREB3,SLC2A3
CREB3,MS4A1
CREB3,FDPS
CREB3,CRISP2
CREB3,GJA1
CREB3,ATP5PF
CREB3,COMT
CREB3,SCP2
CREB3,CES1
CREB3,BDNF
CREB3,IGFBP5
CREB3,ATP6V0C
CREB3,CD82
CREB3,GJB2
CREB3,AQP1
CREB3,HMOX2
CREB3,FMO3
CREB3,SHMT2
CREB3,DDIT3
CREB3,NAA10
CREB3,TSPAN7
CREB3,PTPN9
CREB3,TM4SF4
CREB3,PTDSS1
CREB3,CYB561
CREB3,EMD
